img_id,filename,original_path,class_id,class_name,is_train,orig_width,orig_height,bbox_x,bbox_y,bbox_w,bbox_h,bbox_ratio,target_width,target_height,hflip_applied
6368,06368_American_Redstart_0037_102818.jpg,109.American_Redstart/American_Redstart_0037_102818.jpg,109,109.American_Redstart,0,500,332,144.0,79.0,115.0,210.0,0.5476,224,224,1
6373,06373_American_Redstart_0087_103371.jpg,109.American_Redstart/American_Redstart_0087_103371.jpg,109,109.American_Redstart,1,500,443,123.0,139.0,334.0,208.0,1.6058,224,224,1
6462,06462_Loggerhead_Shrike_0052_105120.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0052_105120.jpg,111,111.Loggerhead_Shrike,1,500,375,176.0,129.0,194.0,120.0,1.6167,224,224,1
6494,06494_Loggerhead_Shrike_0021_104885.jpg,111.Loggerhead_Shrike/Loggerhead_Shrike_0021_104885.jpg,111,111.Loggerhead_Shrike,0,500,333,54.0,84.0,249.0,170.0,1.4647,224,224,0
6522,06522_Great_Grey_Shrike_0010_797023.jpg,112.Great_Grey_Shrike/Great_Grey_Shrike_0010_797023.jpg,112,112.Great_Grey_Shrike,0,500,391,75.0,93.0,296.0,233.0,1.2704,224,224,0
6541,06541_Great_Grey_Shrike_0025_106622.jpg,112.Great_Grey_Shrike/Great_Grey_Shrike_0025_106622.jpg,112,112.Great_Grey_Shrike,0,500,344,135.0,70.0,179.0,195.0,0.9179,224,224,0
6558,06558_Great_Grey_Shrike_0016_106720.jpg,112.Great_Grey_Shrike/Great_Grey_Shrike_0016_106720.jpg,112,112.Great_Grey_Shrike,1,333,500,50.0,122.0,217.0,173.0,1.2543,224,224,0
6620,06620_Black_Throated_Sparrow_0003_107035.jpg,114.Black_throated_Sparrow/Black_Throated_Sparrow_0003_107035.jpg,114,114.Black_throated_Sparrow,0,500,377,77.0,148.0,268.0,188.0,1.4255,224,224,0
6626,06626_Black_Throated_Sparrow_0084_107066.jpg,114.Black_throated_Sparrow/Black_Throated_Sparrow_0084_107066.jpg,114,114.Black_throated_Sparrow,0,500,303,212.0,101.0,159.0,148.0,1.0743,224,224,1
6631,06631_Black_Throated_Sparrow_0065_107087.jpg,114.Black_throated_Sparrow/Black_Throated_Sparrow_0065_107087.jpg,114,114.Black_throated_Sparrow,1,500,475,86.0,89.0,295.0,207.0,1.4251,224,224,0
6634,06634_Black_Throated_Sparrow_0023_107104.jpg,114.Black_throated_Sparrow/Black_Throated_Sparrow_0023_107104.jpg,114,114.Black_throated_Sparrow,1,497,500,79.0,177.0,255.0,161.0,1.5839,224,224,0
6654,06654_Black_Throated_Sparrow_0055_107213.jpg,114.Black_throated_Sparrow/Black_Throated_Sparrow_0055_107213.jpg,114,114.Black_throated_Sparrow,1,500,334,105.0,44.0,214.0,256.0,0.8359,224,224,0
6655,06655_Black_Throated_Sparrow_0049_106958.jpg,114.Black_throated_Sparrow/Black_Throated_Sparrow_0049_106958.jpg,114,114.Black_throated_Sparrow,1,500,321,137.0,109.0,199.0,134.0,1.4851,224,224,0
6657,06657_Black_Throated_Sparrow_0051_107217.jpg,114.Black_throated_Sparrow/Black_Throated_Sparrow_0051_107217.jpg,114,114.Black_throated_Sparrow,0,500,375,143.0,165.0,158.0,105.0,1.5048,224,224,0
6664,06664_Black_Throated_Sparrow_0001_107233.jpg,114.Black_throated_Sparrow/Black_Throated_Sparrow_0001_107233.jpg,114,114.Black_throated_Sparrow,1,500,352,195.0,134.0,193.0,116.0,1.6638,224,224,1
6673,06673_Brewer_Sparrow_0034_796693.jpg,115.Brewer_Sparrow/Brewer_Sparrow_0034_796693.jpg,115,115.Brewer_Sparrow,0,500,400,107.0,105.0,375.0,224.0,1.6741,224,224,1
6744,06744_Chipping_Sparrow_0052_109874.jpg,116.Chipping_Sparrow/Chipping_Sparrow_0052_109874.jpg,116,116.Chipping_Sparrow,0,500,366,2.0,32.0,403.0,315.0,1.2794,224,224,0
6747,06747_Chipping_Sparrow_0075_108348.jpg,116.Chipping_Sparrow/Chipping_Sparrow_0075_108348.jpg,116,116.Chipping_Sparrow,0,500,333,0.0,1.0,409.0,320.0,1.2781,224,224,0
6759,06759_Chipping_Sparrow_0091_108308.jpg,116.Chipping_Sparrow/Chipping_Sparrow_0091_108308.jpg,116,116.Chipping_Sparrow,0,500,342,18.0,131.0,227.0,191.0,1.1885,224,224,0
6778,06778_Chipping_Sparrow_0085_109506.jpg,116.Chipping_Sparrow/Chipping_Sparrow_0085_109506.jpg,116,116.Chipping_Sparrow,0,500,333,223.0,126.0,238.0,145.0,1.6414,224,224,1
6787,06787_Chipping_Sparrow_0032_108882.jpg,116.Chipping_Sparrow/Chipping_Sparrow_0032_108882.jpg,116,116.Chipping_Sparrow,1,500,467,0.0,52.0,441.0,413.0,1.0678,224,224,0
6797,06797_Clay_Colored_Sparrow_0001_110632.jpg,117.Clay_colored_Sparrow/Clay_Colored_Sparrow_0001_110632.jpg,117,117.Clay_colored_Sparrow,0,400,337,111.0,106.0,216.0,188.0,1.1489,224,224,1
6824,06824_Clay_Colored_Sparrow_0068_110706.jpg,117.Clay_colored_Sparrow/Clay_Colored_Sparrow_0068_110706.jpg,117,117.Clay_colored_Sparrow,0,500,389,18.0,155.0,289.0,174.0,1.6609,224,224,0
6857,06857_House_Sparrow_0059_111164.jpg,118.House_Sparrow/House_Sparrow_0059_111164.jpg,118,118.House_Sparrow,1,500,378,145.0,134.0,267.0,162.0,1.6481,224,224,1
6873,06873_House_Sparrow_0133_112368.jpg,118.House_Sparrow/House_Sparrow_0133_112368.jpg,118,118.House_Sparrow,1,500,380,54.0,76.0,326.0,200.0,1.63,224,224,0
6876,06876_House_Sparrow_0067_112913.jpg,118.House_Sparrow/House_Sparrow_0067_112913.jpg,118,118.House_Sparrow,1,500,375,67.0,130.0,220.0,149.0,1.4765,224,224,0
6892,06892_House_Sparrow_0082_112478.jpg,118.House_Sparrow/House_Sparrow_0082_112478.jpg,118,118.House_Sparrow,1,500,333,228.0,67.0,182.0,194.0,0.9381,224,224,1
6911,06911_Field_Sparrow_0063_113667.jpg,119.Field_Sparrow/Field_Sparrow_0063_113667.jpg,119,119.Field_Sparrow,0,500,333,21.0,71.0,212.0,174.0,1.2184,224,224,0
6919,06919_Field_Sparrow_0121_113455.jpg,119.Field_Sparrow/Field_Sparrow_0121_113455.jpg,119,119.Field_Sparrow,1,500,304,96.0,60.0,284.0,242.0,1.1736,224,224,0
6968,06968_Field_Sparrow_0125_113869.jpg,119.Field_Sparrow/Field_Sparrow_0125_113869.jpg,119,119.Field_Sparrow,1,500,375,133.0,88.0,190.0,167.0,1.1377,224,224,0
6975,06975_Fox_Sparrow_0022_115248.jpg,120.Fox_Sparrow/Fox_Sparrow_0022_115248.jpg,120,120.Fox_Sparrow,0,333,500,42.0,113.0,283.0,294.0,0.9626,224,224,1
6976,06976_Fox_Sparrow_0135_115251.jpg,120.Fox_Sparrow/Fox_Sparrow_0135_115251.jpg,120,120.Fox_Sparrow,0,500,370,135.0,54.0,305.0,292.0,1.0445,224,224,1
6982,06982_Fox_Sparrow_0026_115281.jpg,120.Fox_Sparrow/Fox_Sparrow_0026_115281.jpg,120,120.Fox_Sparrow,0,500,333,115.0,72.0,355.0,212.0,1.6745,224,224,1
6990,06990_Fox_Sparrow_0039_114816.jpg,120.Fox_Sparrow/Fox_Sparrow_0039_114816.jpg,120,120.Fox_Sparrow,1,500,357,52.0,64.0,358.0,226.0,1.5841,224,224,0
6992,06992_Fox_Sparrow_0013_114344.jpg,120.Fox_Sparrow/Fox_Sparrow_0013_114344.jpg,120,120.Fox_Sparrow,0,500,355,108.0,30.0,363.0,307.0,1.1824,224,224,1
7013,07013_Fox_Sparrow_0047_115022.jpg,120.Fox_Sparrow/Fox_Sparrow_0047_115022.jpg,120,120.Fox_Sparrow,0,500,333,131.0,43.0,241.0,251.0,0.9602,224,224,1
7019,07019_Fox_Sparrow_0054_114541.jpg,120.Fox_Sparrow/Fox_Sparrow_0054_114541.jpg,120,120.Fox_Sparrow,0,500,367,80.0,80.0,305.0,187.0,1.631,224,224,0
7025,07025_Fox_Sparrow_0081_115630.jpg,120.Fox_Sparrow/Fox_Sparrow_0081_115630.jpg,120,120.Fox_Sparrow,0,500,335,244.0,89.0,214.0,175.0,1.2229,224,224,1
7029,07029_Fox_Sparrow_0124_114662.jpg,120.Fox_Sparrow/Fox_Sparrow_0124_114662.jpg,120,120.Fox_Sparrow,1,225,217,7.0,29.0,215.0,138.0,1.558,224,224,1
7062,07062_Grasshopper_Sparrow_0012_115849.jpg,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0012_115849.jpg,121,121.Grasshopper_Sparrow,0,500,336,25.0,82.0,325.0,223.0,1.4574,224,224,0
7081,07081_Grasshopper_Sparrow_0049_115918.jpg,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0049_115918.jpg,121,121.Grasshopper_Sparrow,0,500,361,71.0,33.0,234.0,309.0,0.7573,224,224,0
7103,07103_Harris_Sparrow_0056_116532.jpg,122.Harris_Sparrow/Harris_Sparrow_0056_116532.jpg,122,122.Harris_Sparrow,1,500,414,151.0,94.0,283.0,177.0,1.5989,224,224,1
7105,07105_Harris_Sparrow_0082_116660.jpg,122.Harris_Sparrow/Harris_Sparrow_0082_116660.jpg,122,122.Harris_Sparrow,0,500,438,156.0,183.0,129.0,118.0,1.0932,224,224,0
7106,07106_Harris_Sparrow_0074_116539.jpg,122.Harris_Sparrow/Harris_Sparrow_0074_116539.jpg,122,122.Harris_Sparrow,1,500,375,221.0,79.0,150.0,122.0,1.2295,224,224,1
7128,07128_Harris_Sparrow_0010_116376.jpg,122.Harris_Sparrow/Harris_Sparrow_0010_116376.jpg,122,122.Harris_Sparrow,0,500,333,187.0,73.0,300.0,204.0,1.4706,224,224,1
7175,07175_Henslow_Sparrow_0100_796565.jpg,123.Henslow_Sparrow/Henslow_Sparrow_0100_796565.jpg,123,123.Henslow_Sparrow,0,400,361,19.0,53.0,274.0,257.0,1.0661,224,224,0
7189,07189_Henslow_Sparrow_0084_796587.jpg,123.Henslow_Sparrow/Henslow_Sparrow_0084_796587.jpg,123,123.Henslow_Sparrow,0,500,371,94.0,36.0,369.0,312.0,1.1827,224,224,1
7201,07201_Henslow_Sparrow_0002_116930.jpg,123.Henslow_Sparrow/Henslow_Sparrow_0002_116930.jpg,123,123.Henslow_Sparrow,1,500,333,168.0,92.0,183.0,190.0,0.9632,224,224,1
7208,07208_Henslow_Sparrow_0085_116971.jpg,123.Henslow_Sparrow/Henslow_Sparrow_0085_116971.jpg,123,123.Henslow_Sparrow,1,500,500,138.0,156.0,336.0,265.0,1.2679,224,224,1
7214,07214_Le_Conte_Sparrow_0007_795148.jpg,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0007_795148.jpg,124,124.Le_Conte_Sparrow,1,500,396,115.0,118.0,376.0,269.0,1.3978,224,224,1
7226,07226_Le_Conte_Sparrow_0086_795170.jpg,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0086_795170.jpg,124,124.Le_Conte_Sparrow,0,240,171,31.0,15.0,204.0,138.0,1.4783,224,224,1
7233,07233_Le_Conte_Sparrow_0097_795183.jpg,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0097_795183.jpg,124,124.Le_Conte_Sparrow,0,500,380,122.0,94.0,310.0,228.0,1.3596,224,224,1
7248,07248_Le_Conte_Sparrow_0043_795213.jpg,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0043_795213.jpg,124,124.Le_Conte_Sparrow,1,333,500,58.0,158.0,265.0,326.0,0.8129,224,224,1
7274,07274_Lincoln_Sparrow_0119_117270.jpg,125.Lincoln_Sparrow/Lincoln_Sparrow_0119_117270.jpg,125,125.Lincoln_Sparrow,1,500,333,171.0,84.0,219.0,196.0,1.1173,224,224,1
7279,07279_Lincoln_Sparrow_0092_117294.jpg,125.Lincoln_Sparrow/Lincoln_Sparrow_0092_117294.jpg,125,125.Lincoln_Sparrow,0,500,375,173.0,85.0,236.0,203.0,1.1626,224,224,1
7294,07294_Lincoln_Sparrow_0046_117405.jpg,125.Lincoln_Sparrow/Lincoln_Sparrow_0046_117405.jpg,125,125.Lincoln_Sparrow,1,500,417,4.0,123.0,318.0,288.0,1.1042,224,224,0
7295,07295_Lincoln_Sparrow_0079_117919.jpg,125.Lincoln_Sparrow/Lincoln_Sparrow_0079_117919.jpg,125,125.Lincoln_Sparrow,1,500,471,40.0,41.0,454.0,377.0,1.2042,224,224,1
7309,07309_Lincoln_Sparrow_0052_117521.jpg,125.Lincoln_Sparrow/Lincoln_Sparrow_0052_117521.jpg,125,125.Lincoln_Sparrow,0,500,418,113.0,95.0,307.0,270.0,1.137,224,224,1
7312,07312_Lincoln_Sparrow_0009_117535.jpg,125.Lincoln_Sparrow/Lincoln_Sparrow_0009_117535.jpg,125,125.Lincoln_Sparrow,1,500,370,172.0,107.0,233.0,152.0,1.5329,224,224,1
7317,07317_Lincoln_Sparrow_0112_117631.jpg,125.Lincoln_Sparrow/Lincoln_Sparrow_0112_117631.jpg,125,125.Lincoln_Sparrow,0,500,454,141.0,164.0,198.0,153.0,1.2941,224,224,0
7320,07320_Lincoln_Sparrow_0044_117687.jpg,125.Lincoln_Sparrow/Lincoln_Sparrow_0044_117687.jpg,125,125.Lincoln_Sparrow,1,500,397,86.0,92.0,258.0,268.0,0.9627,224,224,0
7324,07324_Lincoln_Sparrow_0050_117744.jpg,125.Lincoln_Sparrow/Lincoln_Sparrow_0050_117744.jpg,125,125.Lincoln_Sparrow,1,500,375,62.0,117.0,242.0,205.0,1.1805,224,224,0
7375,07375_Nelson_Sharp_Tailed_Sparrow_0017_796910.jpg,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0017_796910.jpg,126,126.Nelson_Sharp_tailed_Sparrow,1,350,261,41.0,17.0,282.0,205.0,1.3756,224,224,1
7417,07417_Savannah_Sparrow_0054_120057.jpg,127.Savannah_Sparrow/Savannah_Sparrow_0054_120057.jpg,127,127.Savannah_Sparrow,1,432,346,37.0,82.0,311.0,202.0,1.5396,224,224,0
7456,07456_Seaside_Sparrow_0017_796513.jpg,128.Seaside_Sparrow/Seaside_Sparrow_0017_796513.jpg,128,128.Seaside_Sparrow,1,450,295,11.0,27.0,423.0,261.0,1.6207,224,224,0
7458,07458_Seaside_Sparrow_0068_796515.jpg,128.Seaside_Sparrow/Seaside_Sparrow_0068_796515.jpg,128,128.Seaside_Sparrow,0,500,345,134.0,114.0,152.0,132.0,1.1515,224,224,0
7486,07486_Seaside_Sparrow_0020_120743.jpg,128.Seaside_Sparrow/Seaside_Sparrow_0020_120743.jpg,128,128.Seaside_Sparrow,0,500,333,63.0,85.0,237.0,229.0,1.0349,224,224,0
7487,07487_Seaside_Sparrow_0058_120744.jpg,128.Seaside_Sparrow/Seaside_Sparrow_0058_120744.jpg,128,128.Seaside_Sparrow,0,500,424,103.0,107.0,283.0,235.0,1.2043,224,224,0
7505,07505_Seaside_Sparrow_0019_120826.jpg,128.Seaside_Sparrow/Seaside_Sparrow_0019_120826.jpg,128,128.Seaside_Sparrow,0,500,357,221.0,135.0,214.0,193.0,1.1088,224,224,1
7513,07513_Song_Sparrow_0061_120891.jpg,129.Song_Sparrow/Song_Sparrow_0061_120891.jpg,129,129.Song_Sparrow,1,500,420,105.0,118.0,308.0,216.0,1.4259,224,224,1
7516,07516_Song_Sparrow_0126_120901.jpg,129.Song_Sparrow/Song_Sparrow_0126_120901.jpg,129,129.Song_Sparrow,0,500,380,36.0,53.0,427.0,314.0,1.3599,224,224,0
7536,07536_Song_Sparrow_0087_121062.jpg,129.Song_Sparrow/Song_Sparrow_0087_121062.jpg,129,129.Song_Sparrow,1,500,358,57.0,30.0,421.0,306.0,1.3758,224,224,1
7540,07540_Song_Sparrow_0057_121090.jpg,129.Song_Sparrow/Song_Sparrow_0057_121090.jpg,129,129.Song_Sparrow,0,500,401,65.0,122.0,311.0,205.0,1.5171,224,224,0
7544,07544_Song_Sparrow_0007_121133.jpg,129.Song_Sparrow/Song_Sparrow_0007_121133.jpg,129,129.Song_Sparrow,1,475,500,141.0,134.0,221.0,216.0,1.0231,224,224,1
7545,07545_Song_Sparrow_0091_121651.jpg,129.Song_Sparrow/Song_Sparrow_0091_121651.jpg,129,129.Song_Sparrow,1,500,363,23.0,63.0,406.0,265.0,1.5321,224,224,0
7571,07571_Tree_Sparrow_0007_122911.jpg,130.Tree_Sparrow/Tree_Sparrow_0007_122911.jpg,130,130.Tree_Sparrow,1,419,500,57.0,109.0,267.0,219.0,1.2192,224,224,0
7575,07575_Tree_Sparrow_0100_122945.jpg,130.Tree_Sparrow/Tree_Sparrow_0100_122945.jpg,130,130.Tree_Sparrow,1,500,334,116.0,100.0,203.0,129.0,1.5736,224,224,0
7585,07585_Tree_Sparrow_0041_123497.jpg,130.Tree_Sparrow/Tree_Sparrow_0041_123497.jpg,130,130.Tree_Sparrow,1,500,462,84.0,45.0,316.0,372.0,0.8495,224,224,1
7596,07596_Tree_Sparrow_0080_124120.jpg,130.Tree_Sparrow/Tree_Sparrow_0080_124120.jpg,130,130.Tree_Sparrow,0,500,334,3.0,45.0,421.0,273.0,1.5421,224,224,0
7597,07597_Tree_Sparrow_0113_123613.jpg,130.Tree_Sparrow/Tree_Sparrow_0113_123613.jpg,130,130.Tree_Sparrow,0,500,400,15.0,103.0,391.0,250.0,1.564,224,224,0
7603,07603_Tree_Sparrow_0105_123227.jpg,130.Tree_Sparrow/Tree_Sparrow_0105_123227.jpg,130,130.Tree_Sparrow,0,500,400,76.0,54.0,413.0,295.0,1.4,224,224,1
7605,07605_Tree_Sparrow_0086_123751.jpg,130.Tree_Sparrow/Tree_Sparrow_0086_123751.jpg,130,130.Tree_Sparrow,1,500,333,45.0,142.0,210.0,149.0,1.4094,224,224,0
7606,07606_Tree_Sparrow_0088_125305.jpg,130.Tree_Sparrow/Tree_Sparrow_0088_125305.jpg,130,130.Tree_Sparrow,0,500,309,108.0,102.0,142.0,161.0,0.882,224,224,0
7681,07681_Vesper_Sparrow_0030_125663.jpg,131.Vesper_Sparrow/Vesper_Sparrow_0030_125663.jpg,131,131.Vesper_Sparrow,0,500,333,92.0,63.0,169.0,111.0,1.5225,224,224,0
7688,07688_White_Crowned_Sparrow_0087_128008.jpg,132.White_crowned_Sparrow/White_Crowned_Sparrow_0087_128008.jpg,132,132.White_crowned_Sparrow,1,500,460,48.0,48.0,387.0,380.0,1.0184,224,224,0
7723,07723_White_Crowned_Sparrow_0017_125829.jpg,132.White_crowned_Sparrow/White_Crowned_Sparrow_0017_125829.jpg,132,132.White_crowned_Sparrow,0,500,409,24.0,77.0,322.0,232.0,1.3879,224,224,0
7729,07729_White_Crowned_Sparrow_0061_126315.jpg,132.White_crowned_Sparrow/White_Crowned_Sparrow_0061_126315.jpg,132,132.White_crowned_Sparrow,1,423,500,122.0,78.0,241.0,353.0,0.6827,224,224,1
7743,07743_White_Crowned_Sparrow_0037_126969.jpg,132.White_crowned_Sparrow/White_Crowned_Sparrow_0037_126969.jpg,132,132.White_crowned_Sparrow,0,500,375,5.0,84.0,359.0,251.0,1.4303,224,224,0
7751,07751_White_Throated_Sparrow_0034_129054.jpg,133.White_throated_Sparrow/White_Throated_Sparrow_0034_129054.jpg,133,133.White_throated_Sparrow,1,500,334,209.0,114.0,147.0,100.0,1.47,224,224,1
7770,07770_White_Throated_Sparrow_0124_128801.jpg,133.White_throated_Sparrow/White_Throated_Sparrow_0124_128801.jpg,133,133.White_throated_Sparrow,1,500,332,65.0,146.0,212.0,135.0,1.5704,224,224,0
7778,07778_White_Throated_Sparrow_0135_128819.jpg,133.White_throated_Sparrow/White_Throated_Sparrow_0135_128819.jpg,133,133.White_throated_Sparrow,0,500,335,66.0,55.0,206.0,209.0,0.9856,224,224,0
7780,07780_White_Throated_Sparrow_0125_128832.jpg,133.White_throated_Sparrow/White_Throated_Sparrow_0125_128832.jpg,133,133.White_throated_Sparrow,1,500,333,14.0,25.0,451.0,291.0,1.5498,224,224,0
7788,07788_White_Throated_Sparrow_0042_128899.jpg,133.White_throated_Sparrow/White_Throated_Sparrow_0042_128899.jpg,133,133.White_throated_Sparrow,1,500,366,114.0,74.0,370.0,275.0,1.3455,224,224,1
7792,07792_White_Throated_Sparrow_0071_128915.jpg,133.White_throated_Sparrow/White_Throated_Sparrow_0071_128915.jpg,133,133.White_throated_Sparrow,1,500,375,38.0,4.0,307.0,222.0,1.3829,224,224,0
7831,07831_Cape_Glossy_Starling_0076_129377.jpg,134.Cape_Glossy_Starling/Cape_Glossy_Starling_0076_129377.jpg,134,134.Cape_Glossy_Starling,1,500,383,45.0,58.0,231.0,139.0,1.6619,224,224,0
7842,07842_Cape_Glossy_Starling_0022_129414.jpg,134.Cape_Glossy_Starling/Cape_Glossy_Starling_0022_129414.jpg,134,134.Cape_Glossy_Starling,0,500,375,155.0,74.0,219.0,188.0,1.1649,224,224,1
8139,08139_Scarlet_Tanager_0009_138076.jpg,139.Scarlet_Tanager/Scarlet_Tanager_0009_138076.jpg,139,139.Scarlet_Tanager,0,500,334,137.0,76.0,202.0,163.0,1.2393,224,224,0
8391,08391_Caspian_Tern_0075_147650.jpg,143.Caspian_Tern/Caspian_Tern_0075_147650.jpg,143,143.Caspian_Tern,1,500,340,81.0,98.0,203.0,127.0,1.5984,224,224,0
8492,08492_Elegant_Tern_0067_151185.jpg,145.Elegant_Tern/Elegant_Tern_0067_151185.jpg,145,145.Elegant_Tern,0,500,333,161.0,98.0,175.0,132.0,1.3258,224,224,0
8528,08528_Forsters_Tern_0057_151570.jpg,146.Forsters_Tern/Forsters_Tern_0057_151570.jpg,146,146.Forsters_Tern,0,500,401,184.0,125.0,312.0,229.0,1.3624,224,224,1
8637,08637_Least_Tern_0122_153012.jpg,147.Least_Tern/Least_Tern_0122_153012.jpg,147,147.Least_Tern,1,500,371,74.0,80.0,318.0,203.0,1.5665,224,224,0
8652,08652_Green_Tailed_Towhee_0101_154907.jpg,148.Green_tailed_Towhee/Green_Tailed_Towhee_0101_154907.jpg,148,148.Green_tailed_Towhee,0,500,333,17.0,49.0,368.0,279.0,1.319,224,224,0
8662,08662_Green_Tailed_Towhee_0024_154855.jpg,148.Green_tailed_Towhee/Green_Tailed_Towhee_0024_154855.jpg,148,148.Green_tailed_Towhee,1,500,375,85.0,48.0,380.0,303.0,1.2541,224,224,1
8664,08664_Green_Tailed_Towhee_0079_154764.jpg,148.Green_tailed_Towhee/Green_Tailed_Towhee_0079_154764.jpg,148,148.Green_tailed_Towhee,0,500,402,90.0,127.0,292.0,174.0,1.6782,224,224,0
8669,08669_Green_Tailed_Towhee_0005_154784.jpg,148.Green_tailed_Towhee/Green_Tailed_Towhee_0005_154784.jpg,148,148.Green_tailed_Towhee,0,500,397,36.0,131.0,290.0,210.0,1.381,224,224,0
8676,08676_Green_Tailed_Towhee_0027_154823.jpg,148.Green_tailed_Towhee/Green_Tailed_Towhee_0027_154823.jpg,148,148.Green_tailed_Towhee,1,500,397,170.0,125.0,232.0,173.0,1.341,224,224,1
8677,08677_Green_Tailed_Towhee_0018_154825.jpg,148.Green_tailed_Towhee/Green_Tailed_Towhee_0018_154825.jpg,148,148.Green_tailed_Towhee,1,500,341,144.0,127.0,177.0,142.0,1.2465,224,224,1
8696,08696_Green_Tailed_Towhee_0067_797426.jpg,148.Green_tailed_Towhee/Green_Tailed_Towhee_0067_797426.jpg,148,148.Green_tailed_Towhee,0,500,359,124.0,97.0,330.0,203.0,1.6256,224,224,1
8703,08703_Green_Tailed_Towhee_0066_797439.jpg,148.Green_tailed_Towhee/Green_Tailed_Towhee_0066_797439.jpg,148,148.Green_tailed_Towhee,1,500,328,46.0,27.0,311.0,206.0,1.5097,224,224,0
8831,08831_Black_Capped_Vireo_0005_797453.jpg,151.Black_capped_Vireo/Black_Capped_Vireo_0005_797453.jpg,151,151.Black_capped_Vireo,1,500,356,117.0,40.0,329.0,275.0,1.1964,224,224,1
8834,08834_Black_Capped_Vireo_0051_797456.jpg,151.Black_capped_Vireo/Black_Capped_Vireo_0051_797456.jpg,151,151.Black_capped_Vireo,0,248,244,14.0,4.0,211.0,159.0,1.327,224,224,0
8865,08865_Black_Capped_Vireo_0037_797495.jpg,151.Black_capped_Vireo/Black_Capped_Vireo_0037_797495.jpg,151,151.Black_capped_Vireo,0,500,350,147.0,73.0,302.0,196.0,1.5408,224,224,1
8911,08911_Blue_Headed_Vireo_0095_156092.jpg,152.Blue_headed_Vireo/Blue_Headed_Vireo_0095_156092.jpg,152,152.Blue_headed_Vireo,1,500,391,251.0,127.0,160.0,193.0,0.829,224,224,1
8928,08928_Blue_Headed_Vireo_0062_156109.jpg,152.Blue_headed_Vireo/Blue_Headed_Vireo_0062_156109.jpg,152,152.Blue_headed_Vireo,1,500,386,174.0,142.0,192.0,125.0,1.536,224,224,1
8945,08945_Philadelphia_Vireo_0050_156538.jpg,153.Philadelphia_Vireo/Philadelphia_Vireo_0050_156538.jpg,153,153.Philadelphia_Vireo,0,500,399,107.0,95.0,292.0,208.0,1.4038,224,224,1
8966,08966_Philadelphia_Vireo_0015_794778.jpg,153.Philadelphia_Vireo/Philadelphia_Vireo_0015_794778.jpg,153,153.Philadelphia_Vireo,1,500,333,198.0,101.0,242.0,184.0,1.3152,224,224,1
8971,08971_Philadelphia_Vireo_0084_794790.jpg,153.Philadelphia_Vireo/Philadelphia_Vireo_0084_794790.jpg,153,153.Philadelphia_Vireo,0,340,240,50.0,23.0,256.0,175.0,1.4629,224,224,1
9019,09019_Red_Eyed_Vireo_0073_156944.jpg,154.Red_eyed_Vireo/Red_Eyed_Vireo_0073_156944.jpg,154,154.Red_eyed_Vireo,1,500,357,71.0,39.0,377.0,267.0,1.412,224,224,1
9020,09020_Red_Eyed_Vireo_0041_156954.jpg,154.Red_eyed_Vireo/Red_Eyed_Vireo_0041_156954.jpg,154,154.Red_eyed_Vireo,1,500,336,57.0,81.0,352.0,217.0,1.6221,224,224,0
9037,09037_Red_Eyed_Vireo_0086_157038.jpg,154.Red_eyed_Vireo/Red_Eyed_Vireo_0086_157038.jpg,154,154.Red_eyed_Vireo,1,500,401,172.0,134.0,207.0,193.0,1.0725,224,224,1
9053,09053_Warbling_Vireo_0009_158721.jpg,155.Warbling_Vireo/Warbling_Vireo_0009_158721.jpg,155,155.Warbling_Vireo,0,500,376,142.0,105.0,286.0,211.0,1.3555,224,224,1
9067,09067_Warbling_Vireo_0073_158315.jpg,155.Warbling_Vireo/Warbling_Vireo_0073_158315.jpg,155,155.Warbling_Vireo,1,500,375,139.0,81.0,256.0,239.0,1.0711,224,224,1
9069,09069_Warbling_Vireo_0054_158321.jpg,155.Warbling_Vireo/Warbling_Vireo_0054_158321.jpg,155,155.Warbling_Vireo,0,500,333,90.0,34.0,211.0,261.0,0.8084,224,224,0
9072,09072_Warbling_Vireo_0099_158744.jpg,155.Warbling_Vireo/Warbling_Vireo_0099_158744.jpg,155,155.Warbling_Vireo,0,500,333,52.0,108.0,237.0,148.0,1.6014,224,224,0
9086,09086_Warbling_Vireo_0107_158453.jpg,155.Warbling_Vireo/Warbling_Vireo_0107_158453.jpg,155,155.Warbling_Vireo,1,426,500,46.0,78.0,287.0,202.0,1.4208,224,224,0
9124,09124_White_Eyed_Vireo_0132_158908.jpg,156.White_eyed_Vireo/White_Eyed_Vireo_0132_158908.jpg,156,156.White_eyed_Vireo,0,500,489,81.0,209.0,204.0,132.0,1.5455,224,224,1
9133,09133_White_Eyed_Vireo_0134_158889.jpg,156.White_eyed_Vireo/White_Eyed_Vireo_0134_158889.jpg,156,156.White_eyed_Vireo,0,401,500,171.0,224.0,129.0,202.0,0.6386,224,224,0
